"","series","episode","baker","technical","result","signature_bake","show_stopper","last_Name","baker_age","baker_occupation","hometown"
"408",7,3,"Candice",3,"IN","Chocolate, Salted Caramel & Pecan Brittle Brioche Loaf","Italian Light and Dark Rye Twist","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire"
"409",7,4,"Candice",2,"IN","Yorkshire Wellingtons","Two-Way Peanut Butter Churros","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire"
"410",7,5,"Candice",2,"STAR BAKER","Danish Pastry Croque Monsieur Kites and Cinnamon Apple, Vanilla Crème Rose Danish","Sausage, Black Pudding and Apple Rounds and Banoffee Whiskey Cups","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire"
"411",7,6,"Candice",5,"IN","Lime, Coconut and Lemongrass Sugar Meringue Pie","Four Seasons Cake","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire"
"412",7,7,"Candice",2,"IN","Crowd Pleaser Roulade","Blackberry and Raspberry Bubbles and After Dinner Mousse","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire"
"413",7,8,"Candice",1,"STAR BAKER","Cheesy Cheeky Fish Pies","Peacock","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire"
"414",7,9,"Candice",3,"IN","Red Onion, Cambozola and Walnut Palmiers and Mushroom, Streaky Bacon, and Parmesan Palmiers","Chocolate Praline Fondant Fancies and Cherry Bakewell Fondant Fancies","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire"
"415",7,10,"Candice",2,"WINNER","Queen Victoria's Mango and Strawberry Crown","Picnic for Pearly Kings and Queens","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire"
"416",7,1,"Jane",7,"STAR BAKER","Lemon and Poppy Seed Drizzle Cake","Chocolate Orange Mirror Cake","Beedle",61,"Garden designer","Beckenham"
"417",7,2,"Jane",2,"IN","Flower Pot Iced Biscuits","Hastings Old Town Fishing Net Shops and Boat","Beedle",61,"Garden designer","Beckenham"
"418",7,3,"Jane",9,"IN","Chocolate and Cranberry Couronne","Chorizo and Chilli Flower with Parmesan and Pesto Centre","Beedle",61,"Garden designer","Beckenham"
"419",7,4,"Jane",3,"IN","Meat and Two Veg Yorkshires","Pistachio and White Chocolate Churros","Beedle",61,"Garden designer","Beckenham"
"420",7,5,"Jane",1,"IN","Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish","Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones","Beedle",61,"Garden designer","Beckenham"
"421",7,6,"Jane",4,"IN","Lime and Coconut Meringue Pie","Three Tier Orange Cake with a Floral Chocolate Collar","Beedle",61,"Garden designer","Beckenham"
"422",7,7,"Jane",4,"IN","Chocolate and Hazelnut Roulade","Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses","Beedle",61,"Garden designer","Beckenham"
"423",7,8,"Jane",5,"IN","Tudor Rose Pies","Swans","Beedle",61,"Garden designer","Beckenham"
"424",7,9,"Jane",1,"IN","Pesto and Sundried Tomato Palmiers and Goats Cheese, Olive and Parma Ham Palmiers","Pistachio and Raspberry Fondant Fancies and Lemon Curd Surprise Fondant Fancies","Beedle",61,"Garden designer","Beckenham"
"425",7,10,"Jane",3,"Runner-up","Red, White and Blue Meringue Crown","Family Favourites Feast","Beedle",61,"Garden designer","Beckenham"
"426",7,1,"Kate",4,"IN","Berry Best Apple and Bramble Drizzle Cake","One Swallow Does Not Make A Summer Cake","Barmby",37,"Nurse","Brooke, Norfolk"
"427",7,2,"Kate",1,"IN","""A Biscuit for the Broads""","""I Promise I will do my best""","Barmby",37,"Nurse","Brooke, Norfolk"
"428",7,3,"Kate",8,"IN","Cobbled Loaf","The Corn Maiden","Barmby",37,"Nurse","Brooke, Norfolk"
"429",7,4,"Kate",7,"OUT","Christmas Dinner Compromise","Hot Cross Bunny Churros","Barmby",37,"Nurse","Brooke, Norfolk"
"430",7,1,"Lee",11,"OUT","St. Clements Orange and Lemon Drizzle Cake","Strawberry Surprise Mirror Cake","Banfield",67,"Pastor","Bolton"
"431",7,1,"Louise",9,"IN","Orange Liqueur and Lemonade Drizzle Cake","White Chocolate Trifle Mirror Glaze Cake","Williams",46,"Hairdresser","Cardiff"
"432",7,2,"Louise",10,"OUT","Baa Bara Brith Biscuits","Gingerbread Wedding","Williams",46,"Hairdresser","Cardiff"
"433",7,1,"Michael",3,"IN","Lime, Ginger and Honey Drizzle Cake","Matcha Tea Chocolate Mirror Glaze","Georgiou",20,"Student","Durham"
"434",7,2,"Michael",9,"IN","Malt, Chocolate and Orange Iced ""Beer"" Biscuits","Trip to See Santa in Lapland","Georgiou",20,"Student","Durham"
"435",7,3,"Michael",7,"OUT","Chocolate and Chilli Swirl Plait","Cypriot Dove and Olive Branch Plaited Loaf with Houmous","Georgiou",20,"Student","Durham"
"436",7,1,"Rav",8,"IN","Ginger Spice Yuzu Drizzle Cake","Colombian Mocha Mirror Glaze Cake","Bansal",28,"Student support","Erith"
"437",7,2,"Rav",6,"IN","Union Jack Bunting Biscuits","Gingerbread Christmas Fairground","Bansal",28,"Student support","Erith"
"438",7,3,"Rav",10,"IN","Chocolate, Cardamom and Hazelnut Loaf","Three Tier Diwali Bread Centrepiece","Bansal",28,"Student support","Erith"
"439",7,4,"Rav",9,"IN","Thai Tofu Panang Yorkshires","Three Dip Matcha Pistachio Churros","Bansal",28,"Student support","Erith"
"440",7,5,"Rav",8,"IN","Cinnamon Swirls and Pecan, Walnut and Maple Plaits","Chinese Style Prawn Filo Tartlets and Spiced White Chocolate and Hazelnut Samosas","Bansal",28,"Student support","Erith"
"441",7,6,"Rav",3,"OUT","Mandarin Margarita Meringue Pie","Blossom Cake","Bansal",28,"Student support","Erith"
"442",7,1,"Selasi",1,"IN","Citrus and Spice Drizzle Cake","Raspberry, Sloe and White Chocolate Mirror Glaze Cake","Gbormittah",30,"Client service associate","London"
"443",7,2,"Selasi",11,"IN","""Wheelie Hot Iced Biscuits""","Stained Glass Window Gingerbread Church","Gbormittah",30,"Client service associate","London"
"444",7,3,"Selasi",5,"IN","Chocolate, Orange and Cinnamon Bread","Bedouin Escape Tear and Share Bread","Gbormittah",30,"Client service associate","London"
"445",7,4,"Selasi",8,"IN","Perfect Sunday Roast Accompaniment","Lemon and Anise Churros","Gbormittah",30,"Client service associate","London"
"446",7,5,"Selasi",3,"IN","Rhubarb, Mango and Ginger Plait, and Pineapple and Coconut Pinwheels","Parma Ham, Asparagus and Cheese Filo Cigars and Coffee Cream Filo Cups","Gbormittah",30,"Client service associate","London"
"447",7,6,"Selasi",7,"IN","Grapefruit, Orange and Mint Meringue Pie","Three Tiered Ombré Floral Cake","Gbormittah",30,"Client service associate","London"
"448",7,7,"Selasi",6,"IN","Summer Picnic Roulade","Lemon, Strawberry and Passionfruit and Chocolate and Mint Mini Mousse Cakes","Gbormittah",30,"Client service associate","London"
"449",7,8,"Selasi",3,"IN","Bouquet of Flowers","Fruity Tudor Marchpane","Gbormittah",30,"Client service associate","London"
"450",7,9,"Selasi",4,"OUT","Sundried Tomato, Onion, Peppers and Parmesan Palmiers and Salmon, Spinach and Mushroom Palmiers","Lime and Ginger Fondant Fancies and Pink Velvet and Raspberry Prosecco Fondant Fancies","Gbormittah",30,"Client service associate","London"
"451",7,1,"Tom",2,"IN","G&T Drizzle Cake","Black Forest Broken Mirror","Gilliford",26,"Project engagement manager","Rochdale"
"452",7,2,"Tom",7,"IN","Chai Frappelatteccino Biscuits","Tom and Pod's Near Death Experience","Gilliford",26,"Project engagement manager","Rochdale"
"453",7,3,"Tom",4,"STAR BAKER","Chocolate Orange and Chilli Swirl Bread","Jörmungandr and Mjölnir","Gilliford",26,"Project engagement manager","Rochdale"
"454",7,4,"Tom",5,"IN","West Yorkshire Fusion Puddings","Fennel Churros Snake In The Grass","Gilliford",26,"Project engagement manager","Rochdale"
"455",7,5,"Tom",4,"IN","Mega Breakfast Bonanzas; Granola Spirals and Wheat Foldovers","Yin and Yang Amuse-bouche","Gilliford",26,"Project engagement manager","Rochdale"
"456",7,6,"Tom",1,"STAR BAKER","Blood Orange Halloween Pumpkin Pie","Floral Tea Cake","Gilliford",26,"Project engagement manager","Rochdale"
"457",7,7,"Tom",5,"OUT","Millionaire's Roulade","Hipster Picnic","Gilliford",26,"Project engagement manager","Rochdale"
"458",7,1,"Val",10,"IN","Mum's Orange and Lemon Drizzle","Chocolate Sponge with Four Fruit Frosting","Stones",66,"Semi-retired, Substitute teacher","Yeovil"
"459",7,2,"Val",5,"IN","Sunday Treat Iced Ice Cream Cone Biscuits","From Holland to New York via Yorkshire","Stones",66,"Semi-retired, Substitute teacher","Yeovil"
"460",7,3,"Val",1,"IN","Double Chocolate Cinnamon Twist Loaf","""And They All Went Into The Ark To Get Out Of The Rain""","Stones",66,"Semi-retired, Substitute teacher","Yeovil"
"461",7,4,"Val",6,"IN","Mum's Chilli Yorkshire Puddings","Orange Chocolate Churros","Stones",66,"Semi-retired, Substitute teacher","Yeovil"
"462",7,5,"Val",7,"OUT","Pecan and Maple Syrup Pinwheels and Apple, Sultana and Cinnamon Swirls","Caramelised Red Onion, Goats Cheese Tartlets and Mincemeat and Apple Spiced Parcels","Stones",66,"Semi-retired, Substitute teacher","Yeovil"
"463",8,1,"Chris",12,"IN","Tropical Fresh Fruit Cake","'Raised Pork Pie and Egg Surprise' Cake","Geiger",50,"Software developer","Bristol"
"464",8,2,"Chris",11,"OUT","Chocolate Chia Seed Biscuits with Whisky Caramel Filling","'The Great British Sail Off' Game","Geiger",50,"Software developer","Bristol"
"465",8,1,"Flo",9,"IN","Citrus Layer Cake","'One in a Melon' Cake","Atkins",71,"Retired","Merseyside"
"466",8,2,"Flo",10,"IN","Gin Jam Butties","'Pick My Bones' Game","Atkins",71,"Retired","Merseyside"
"467",8,3,"Flo",7,"OUT","Cinnamon and Orange Teacakes","'Davy Jones' Locker' Bread Sculpture","Atkins",71,"Retired","Merseyside"
"468",8,1,"James",2,"IN","Orange, Rhubarb & Ginger Crumble Cake","'Mock-accino and Croissant' Cake","Hillery",46,"Banker","Brentwood, Essex"
"469",8,2,"James",3,"IN","Rhubarb and Custard Whirls","'Coppit' Game","Hillery",46,"Banker","Brentwood, Essex"
"470",8,3,"James",9,"IN","Nordic Teacakes","'Owl in the Woods' Bread Sculpture","Hillery",46,"Banker","Brentwood, Essex"
"471",8,4,"James",2,"IN","'Windy City' Millionaire Shortbreads","Nutty Caramel Cake","Hillery",46,"Banker","Brentwood, Essex"
"472",8,5,"James",7,"OUT","Orange and Ginger Steamed School Pudding","'The Missed Silver Jubilee' Trifle Terrine","Hillery",46,"Banker","Brentwood, Essex"
"473",8,1,"Julia",3,"IN","Courgette and Lemon Cake","'Russian Doll' Cake","Chernogorova",21,"Aviation Broker","Crawley, West Sussex"
"474",8,2,"Julia",4,"IN","Middle Eastern Delight Sandwich Biscuits","'A British Baking' Game","Chernogorova",21,"Aviation Broker","Crawley, West Sussex"
"475",8,3,"Julia",2,"STAR BAKER","Earl Grey Dried Fruit Teacakes","'The Snail Under a Mushroom' Bread Sculpture","Chernogorova",21,"Aviation Broker","Crawley, West Sussex"
"476",8,4,"Julia",9,"IN","Pecan Salted Caramel Millionaire Shortbreads","Poppy Seed Caramel Cake","Chernogorova",21,"Aviation Broker","Crawley, West Sussex"
"477",8,5,"Julia",3,"IN","Orange & Treacle Steamed School Pudding","'Opulent Ornament' Trifle Terrine","Chernogorova",21,"Aviation Broker","Crawley, West Sussex"
"478",8,6,"Julia",7,"OUT","'Pies from the Tree' Decorative Pies","'Special Occasion' Pie","Chernogorova",21,"Aviation Broker","Crawley, West Sussex"
"479",8,1,"Kate",1,"IN","Moroccan Strawberry and Rose Cake","'Chocolate Terrarium' Cake","Lyon",29,"Health and safety inspector","Merseyside"
"480",8,2,"Kate",8,"IN","Coconut Seashells for a Titanic Afternoon Tea","'Jungle' Game","Lyon",29,"Health and safety inspector","Merseyside"
"481",8,3,"Kate",10,"IN","Blueberry Buns","'Kraken' Bread Sculpture","Lyon",29,"Health and safety inspector","Merseyside"
"482",8,4,"Kate",6,"STAR BAKER","Salted Bay Caramel Millionaire Shortbreads","Sticky Toffee Apple Caramel Cake","Lyon",29,"Health and safety inspector","Merseyside"
"483",8,5,"Kate",8,"IN","'Mr Darcy's Steamy Lake Scene' Steamed School Pudding","'My Great Great Nan's' Raspberry Trifle Terrine","Lyon",29,"Health and safety inspector","Merseyside"
"484",8,6,"Kate",5,"IN","'Vegetarian Pie Faces' Decorative Pies","Potato Curry Pie with Mango & Chilli Glaze","Lyon",29,"Health and safety inspector","Merseyside"
"485",8,7,"Kate",6,"IN","'Happy Hour' Cocktail Cannoli","'Flavour Fusion' Sfogliatelle","Lyon",29,"Health and safety inspector","Merseyside"
"486",8,8,"Kate",2,"IN","Burrito Bedfordshire Clangers","'Liver Building Turret' Savoy Cake","Lyon",29,"Health and safety inspector","Merseyside"
"487",8,9,"Kate",4,"IN","Bellini and Valencian Orange Choux Buns","'Rainbow' Meringue Centrepiece","Lyon",29,"Health and safety inspector","Merseyside"
"488",8,10,"Kate",3,"Runner-up","Roman Spelt, Coconut Kala Chana and Flower Breads","White Chocolate, Yuzu and Lychee Entremet","Lyon",29,"Health and safety inspector","Merseyside"
"489",8,1,"Liam",8,"IN","Apple and Almond Crumble Maple Loaf","'Stackin' Sunday' Cake","Charles",19,"Student","North London"
"490",8,2,"Liam",7,"IN","Coffee Malted Pecan Shorties","'Classroom Classics' Game","Charles",19,"Student","North London"
"491",8,3,"Liam",5,"IN","Jamaican Spiced Teacakes","'Kneadapolitan' Bread Sculpture","Charles",19,"Student","North London"
"492",8,4,"Liam",3,"IN","Salted Peanut Butter Millionaire Shortbreads","White Layered Ginger Caramel Cake","Charles",19,"Student","North London"
"493",8,5,"Liam",2,"IN","Cherries & Lemons that are 'Baked Well'","'Cheers Lads' Trifle Terrine","Charles",19,"Student","North London"
"494",8,6,"Liam",4,"STAR BAKER","'Standard FC' Decorative Pies","'Nan's Sunday Dinner' Pie","Charles",19,"Student","North London"
"495",8,7,"Liam",2,"IN","'Just Doing Me' Cannoli","'Morning Delivery' Sfogliatelle","Charles",19,"Student","North London"
"496",8,8,"Liam",5,"OUT","'Take Out' Bedfordshire Clangers","'Fort Wizardore' Savoy Cake","Charles",19,"Student","North London"
"497",8,1,"Peter",10,"OUT","Coconut Cake","'Bread on a Breadboard' Cake","Abatan",52,"IT programme manager","Southend, Essex"
"498",8,1,"Sophie",5,"IN","Pineapple and Coconut Sandwich Cake","'Champagne Bottle and Bucket' Cake","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey"
"499",8,2,"Sophie",2,"IN","Lemon Limoncino Sandwich Biscuits","'Snakes and Ladders' Game","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey"
"500",8,3,"Sophie",6,"IN","Tagine Teacakes","'Picnic Basket' Bread Sculpture","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey"
"501",8,4,"Sophie",4,"IN","Jaffa Millionaire Shortbreads","Bird's Nest Caramel Cake","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey"
"502",8,5,"Sophie",1,"STAR BAKER","Ginger, Fig and Honey Steamed School Pudding","Raspberry, Yuzu & White Chocolate Bûche Trifle Terrine","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey"
"503",8,6,"Sophie",2,"IN","'The Four Seasons' Decorative Pies","Game Pie with Glazed Forest Fruits","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey"
"504",8,7,"Sophie",3,"IN","'Classics with a Twist' Cannoli","'Classics' Sfogliatelle","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey"
"505",8,8,"Sophie",4,"IN","Char Siu & Banana Praline Bedfordshire Clangers","Citrus with Green Apple Croquembouche Savoy Cake","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey"
"506",8,9,"Sophie",1,"STAR BAKER","Strawberry & Rhubarb and Chestnut & Vanilla Choux Buns","'Tutu with Opera Filling' Meringue Centrepiece","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey"
"507",8,10,"Sophie",2,"WINNER","Spelt Boules, Mushroom Ciabatta and Orange Plaited Brioche","'Ode to the Honey Bee' Entremet","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey"
"508",8,1,"Stacey",11,"IN","Granny Smith Apple and Walnut Cake","'Black Evening Clutch Bag' Cake","Hart",42,"Former school teacher","Radlett, Hertfordshire"
"509",8,2,"Stacey",9,"IN","Sparkly Chocolate and Marshmallow Fluff Cookies","'Get to School' Game","Hart",42,"Former school teacher","Radlett, Hertfordshire"
"510",8,3,"Stacey",1,"IN","Cranberry and Cinnamon Teacakes","'Ascot Hat' Bread Sculpture","Hart",42,"Former school teacher","Radlett, Hertfordshire"
"511",8,4,"Stacey",1,"IN","Rum Salted Caramel Millionaire Shortbreads","Chocolate and Coffee Caramel Cake","Hart",42,"Former school teacher","Radlett, Hertfordshire"
"512",8,5,"Stacey",4,"IN","Bakewell Tart Steamed School Pudding","Tropical Trifle Terrine","Hart",42,"Former school teacher","Radlett, Hertfordshire"
"513",8,6,"Stacey",6,"IN","'Love Theme' Decorative Pies","Indian Hand Raised Pie with Mango","Hart",42,"Former school teacher","Radlett, Hertfordshire"
"514",8,7,"Stacey",4,"IN","My All Time Favourite Desserts","Pastry Surprise","Hart",42,"Former school teacher","Radlett, Hertfordshire"
"515",8,8,"Stacey",3,"STAR BAKER","Camembert & Onion and Apple & Blueberry Bedfordshire Clangers","'Bright' Lemon & Orange Savoy Cake","Hart",42,"Former school teacher","Radlett, Hertfordshire"
"516",8,9,"Stacey",2,"OUT","'Choux-nicorn and Choux-moji' Choux Buns","'Flamingos in Love' Meringue Centrepiece","Hart",42,"Former school teacher","Radlett, Hertfordshire"
"517",8,1,"Steven",6,"STAR BAKER","Bonfire Night Cake","'A Baker's Lunch' Cake","Carter",34,"Marketer","Watford, Hertfordshire"
"518",8,2,"Steven",6,"STAR BAKER","Amarpressi Biscuits","'Check Bake' Game","Carter",34,"Marketer","Watford, Hertfordshire"
"519",8,3,"Steven",3,"IN","Madras Cocktail Teacakes","'The Bag I Knead' Bread Sculpture","Carter",34,"Marketer","Watford, Hertfordshire"
"520",8,4,"Steven",7,"IN","Orange Macadamia Nut Millionaire Shortbreads","Caramel Crown Cake","Carter",34,"Marketer","Watford, Hertfordshire"
"521",8,5,"Steven",5,"IN","Lemon & Blackcurrant Drizzle Steamed School Pudding","'From Across the Jelly Pond' Trifle Terrine","Carter",34,"Marketer","Watford, Hertfordshire"
"522",8,6,"Steven",3,"IN","'Fleetwood Mac' Decorative Pies","Christmas Pie","Carter",34,"Marketer","Watford, Hertfordshire"
"523",8,7,"Steven",1,"STAR BAKER","Italian Style Cannoli","'Sicilian-style' Sfogliatelle","Carter",34,"Marketer","Watford, Hertfordshire"
"524",8,8,"Steven",1,"IN","'Mediterranean Medley' Bedfordshire Clangers","Chestnut Rum Savoy Cake","Carter",34,"Marketer","Watford, Hertfordshire"
"525",8,9,"Steven",3,"IN","Key Lime Cheesecake and Bakewell Tart Choux Buns","'Some Air Over the Rainbow' Meringue Centrepiece","Carter",34,"Marketer","Watford, Hertfordshire"
"526",8,10,"Steven",1,"Runner-up","Spelt & Rye, Toasted Garlic & Fontina and Sweet Chocolate Breads","'Yin Yang' Entremet","Carter",34,"Marketer","Watford, Hertfordshire"
"527",8,1,"Tom",7,"IN","Gilded Pear and Cardamom Cake","'Stack of Books' Cake","Hetherington",29,"Architect","Edinburgh"
"528",8,2,"Tom",5,"IN","Coffee and Amaretto Kisses","'Drain Pipes and Ladders' Game","Hetherington",29,"Architect","Edinburgh"
"529",8,3,"Tom",4,"IN","Orange and Cranberry Teacakes","'Pink & Yellow Rose Centrepiece' Bread Sculpture","Hetherington",29,"Architect","Edinburgh"
"530",8,4,"Tom",5,"OUT","Stem Ginger Caramel Shortbreads","Hummingbird Cake","Hetherington",29,"Architect","Edinburgh"
"531",8,1,"Yan",4,"IN","Windfall Apple Crumble Cake","'Banana-ramen' Cake","Tsou",46,"Laboratory research scientist","North London"
"532",8,2,"Yan",1,"IN","'Mrs. Marian's PB 'n' B' Biscuits","'Adventures in Bakeland' Game","Tsou",46,"Laboratory research scientist","North London"
"533",8,3,"Yan",8,"IN","'Mrs P's' Masala Chai Spiced Teacakes","'Basil the Vegetarian Dragon with his Pumpkin Hoard' Bread Sculpture","Tsou",46,"Laboratory research scientist","North London"
"534",8,4,"Yan",8,"IN","'Lil' Red's Ginger and Nuts' Millionaire Shortbreads","Animals of the Rainforest Caramel Cake","Tsou",46,"Laboratory research scientist","North London"
"535",8,5,"Yan",6,"IN","Mango Fruit Hat Steamed School Pudding","'Heart of a Hero' Trifle Terrine","Tsou",46,"Laboratory research scientist","North London"
"536",8,6,"Yan",1,"IN","'πr2' Decorative Pies","Chequerboard Pie","Tsou",46,"Laboratory research scientist","North London"
"537",8,7,"Yan",5,"OUT","Cannoli Cocktails","Canadian-Style Sfogliatelle","Tsou",46,"Laboratory research scientist","North London"
"538",9,1,"Antony",12,"IN",NA,NA,"Amourdoux",30,"Banker","London"
"539",9,2,"Antony",9,"IN",NA,NA,"Amourdoux",30,"Banker","London"
"540",9,3,"Antony",8,"OUT",NA,NA,"Amourdoux",30,"Banker","London"
"541",9,1,"Briony",2,"IN",NA,NA,"Williams",33,"Full-time parent","Bristol"
"542",9,2,"Briony",5,"IN",NA,NA,"Williams",33,"Full-time parent","Bristol"
"543",9,3,"Briony",9,"IN",NA,NA,"Williams",33,"Full-time parent","Bristol"
"544",9,4,"Briony",5,"IN",NA,NA,"Williams",33,"Full-time parent","Bristol"
"545",9,5,"Briony",6,"IN",NA,NA,"Williams",33,"Full-time parent","Bristol"
"546",9,6,"Briony",1,"STAR BAKER",NA,NA,"Williams",33,"Full-time parent","Bristol"
"547",9,7,"Briony",5,"IN",NA,NA,"Williams",33,"Full-time parent","Bristol"
"548",9,8,"Briony",1,"IN",NA,NA,"Williams",33,"Full-time parent","Bristol"
"549",9,9,"Briony",3,"OUT",NA,NA,"Williams",33,"Full-time parent","Bristol"
"550",9,1,"Dan",4,"IN",NA,NA,"Beasley",36,"Full-time parent","London"
"551",9,2,"Dan",3,"IN",NA,NA,"Beasley",36,"Full-time parent","London"
"552",9,3,"Dan",6,"IN",NA,NA,"Beasley",36,"Full-time parent","London"
"553",9,4,"Dan",1,"STAR BAKER",NA,NA,"Beasley",36,"Full-time parent","London"
"554",9,5,"Dan",2,"IN",NA,NA,"Beasley",36,"Full-time parent","London"
"555",9,6,"Dan",6,"OUT",NA,NA,"Beasley",36,"Full-time parent","London"
"556",9,1,"Imelda",11,"OUT",NA,NA,"McCarron",33,"Countryside recreation officer","County Tyrone"
"557",9,1,"Jon",5,"IN",NA,NA,"Jenkins",47,"Blood courier","Newport"
"558",9,2,"Jon",1,"IN",NA,NA,"Jenkins",47,"Blood courier","Newport"
"559",9,3,"Jon",2,"IN",NA,NA,"Jenkins",47,"Blood courier","Newport"
"560",9,4,"Jon",3,"IN",NA,NA,"Jenkins",47,"Blood courier","Newport"
"561",9,5,"Jon",7,"IN",NA,NA,"Jenkins",47,"Blood courier","Newport"
"562",9,6,"Jon",2,"IN",NA,NA,"Jenkins",47,"Blood courier","Newport"
"563",9,7,"Jon",4,"OUT",NA,NA,"Jenkins",47,"Blood courier","Newport"
"564",9,1,"Karen",6,"IN",NA,NA,"Wright",60,"In-store sampling assistant","Wakefield"
"565",9,2,"Karen",11,"IN",NA,NA,"Wright",60,"In-store sampling assistant","Wakefield"
"566",9,3,"Karen",5,"IN",NA,NA,"Wright",60,"In-store sampling assistant","Wakefield"
"567",9,4,"Karen",7,"IN",NA,NA,"Wright",60,"In-store sampling assistant","Wakefield"
"568",9,5,"Karen",9,"OUT",NA,NA,"Wright",60,"In-store sampling assistant","Wakefield"
"569",9,NA,"Kim",NA,NA,NA,NA,"Joy",27,"Mental health specialist","Leeds"
"570",9,1,"Luke",8,"IN",NA,NA,"Thompson",30,"Civil servant/house and techno DJ","Sheffield"
"571",9,2,"Luke",7,"OUT",NA,NA,"Thompson",30,"Civil servant/house and techno DJ","Sheffield"
"572",9,1,"Manon",3,"STAR BAKER",NA,NA,"Lagrave",26,"Software project manager","London"
"573",9,2,"Manon",6,"IN",NA,NA,"Lagrave",26,"Software project manager","London"
"574",9,3,"Manon",3,"IN",NA,NA,"Lagrave",26,"Software project manager","London"
"575",9,4,"Manon",8,"IN",NA,NA,"Lagrave",26,"Software project manager","London"
"576",9,5,"Manon",5,"IN",NA,NA,"Lagrave",26,"Software project manager","London"
"577",9,6,"Manon",4,"IN",NA,NA,"Lagrave",26,"Software project manager","London"
"578",9,7,"Manon",2,"IN",NA,NA,"Lagrave",26,"Software project manager","London"
"579",9,8,"Manon",4,"OUT",NA,NA,"Lagrave",26,"Software project manager","London"
"580",9,1,"Rahul",7,"IN",NA,NA,"Mandal",30,"Research scientist","Rotherham"
"581",9,2,"Rahul",2,"STAR BAKER",NA,NA,"Mandal",30,"Research scientist","Rotherham"
"582",9,3,"Rahul",4,"STAR BAKER",NA,NA,"Mandal",30,"Research scientist","Rotherham"
"583",9,4,"Rahul",4,"IN",NA,NA,"Mandal",30,"Research scientist","Rotherham"
"584",9,5,"Rahul",3,"IN",NA,NA,"Mandal",30,"Research scientist","Rotherham"
"585",9,6,"Rahul",3,"IN",NA,NA,"Mandal",30,"Research scientist","Rotherham"
"586",9,7,"Rahul",1,"IN",NA,NA,"Mandal",30,"Research scientist","Rotherham"
"587",9,8,"Rahul",5,"IN",NA,NA,"Mandal",30,"Research scientist","Rotherham"
"588",9,9,"Rahul",4,"IN",NA,NA,"Mandal",30,"Research scientist","Rotherham"
"589",9,10,"Rahul",2,"WINNER",NA,NA,"Mandal",30,"Research scientist","Rotherham"
"590",9,1,"Ruby",1,"IN",NA,NA,"Bhogal",29,"Project manager","London"
"591",9,2,"Ruby",10,"IN",NA,NA,"Bhogal",29,"Project manager","London"
"592",9,3,"Ruby",7,"IN",NA,NA,"Bhogal",29,"Project manager","London"
"593",9,4,"Ruby",2,"IN",NA,NA,"Bhogal",29,"Project manager","London"
"594",9,5,"Ruby",1,"IN",NA,NA,"Bhogal",29,"Project manager","London"
"595",9,6,"Ruby",7,"IN",NA,NA,"Bhogal",29,"Project manager","London"
"596",9,7,"Ruby",3,"IN",NA,NA,"Bhogal",29,"Project manager","London"
"597",9,8,"Ruby",3,"STAR BAKER",NA,NA,"Bhogal",29,"Project manager","London"
"598",9,9,"Ruby",1,"STAR BAKER",NA,NA,"Bhogal",29,"Project manager","London"
"599",9,10,"Ruby",3,"Runner-up",NA,NA,"Bhogal",29,"Project manager","London"
"600",9,1,"Terry",9,"IN",NA,NA,"Hartill",56,"Retired air steward","West Midlands"
"601",9,2,"Terry",8,"IN",NA,NA,"Hartill",56,"Retired air steward","West Midlands"
"602",9,3,"Terry",1,"IN",NA,NA,"Hartill",56,"Retired air steward","West Midlands"
"603",9,4,"Terry",NA,"[a]",NA,NA,"Hartill",56,"Retired air steward","West Midlands"
"604",9,5,"Terry",8,"OUT",NA,NA,"Hartill",56,"Retired air steward","West Midlands"
"605",10,1,"Alice",5,"IN",NA,NA,"Fevronia",28,"Geography teacher","Essex"
"606",10,2,"Alice",1,"STAR BAKER",NA,NA,"Fevronia",28,"Geography teacher","Essex"
"607",10,3,"Alice",7,"IN",NA,NA,"Fevronia",28,"Geography teacher","Essex"
"608",10,4,"Alice",8,"IN",NA,NA,"Fevronia",28,"Geography teacher","Essex"
"609",10,5,"Alice",6,"IN",NA,NA,"Fevronia",28,"Geography teacher","Essex"
